Year	Week	Y85-89,T,NR,PL

2000	1	982.0
2000	2	1039.0
2000	3	1108.0
2000	4	1260.0
2000	5	1248.0
2000	6	1145.0
2000	7	994.0
2000	8	898.0
2000	9	864.0
2000	10	818.0
2000	11	770.0
2000	12	824.0
2000	13	775.0
2000	14	746.0
2000	15	804.0
2000	16	760.0
2000	17	780.0
2000	18	701.0
2000	19	691.0
2000	20	762.0
2000	21	679.0
2000	22	690.0
2000	23	729.0
2000	24	677.0
2000	25	714.0
2000	26	636.0
2000	27	674.0
2000	28	662.0
2000	29	649.0
2000	30	716.0
2000	31	673.0
2000	32	650.0
2000	33	729.0
2000	34	657.0
2000	35	661.0
2000	36	674.0
2000	37	696.0
2000	38	720.0
2000	39	803.0
2000	40	772.0
2000	41	742.0
2000	42	726.0
2000	43	781.0
2000	44	716.0
2000	45	733.0
2000	46	710.0
2000	47	763.0
2000	48	745.0
2000	49	720.0
2000	50	799.0
2000	51	771.0
2000	52	869.0
2000	53	NaN

2001	1	852.0
2001	2	860.0
2001	3	859.0
2001	4	841.0
2001	5	865.0
2001	6	851.0
2001	7	772.0
2001	8	780.0
2001	9	785.0
2001	10	807.0
2001	11	711.0
2001	12	692.0
2001	13	703.0
2001	14	734.0
2001	15	705.0
2001	16	742.0
2001	17	749.0
2001	18	729.0
2001	19	688.0
2001	20	715.0
2001	21	682.0
2001	22	663.0
2001	23	692.0
2001	24	739.0
2001	25	696.0
2001	26	683.0
2001	27	720.0
2001	28	709.0
2001	29	701.0
2001	30	611.0
2001	31	589.0
2001	32	605.0
2001	33	714.0
2001	34	680.0
2001	35	604.0
2001	36	626.0
2001	37	699.0
2001	38	688.0
2001	39	710.0
2001	40	791.0
2001	41	711.0
2001	42	718.0
2001	43	660.0
2001	44	724.0
2001	45	705.0
2001	46	731.0
2001	47	702.0
2001	48	693.0
2001	49	742.0
2001	50	753.0
2001	51	859.0
2001	52	862.0
2001	53	NaN

2002	1	757.0
2002	2	803.0
2002	3	781.0
2002	4	750.0
2002	5	720.0
2002	6	699.0
2002	7	705.0
2002	8	738.0
2002	9	693.0
2002	10	714.0
2002	11	719.0
2002	12	782.0
