Year	Week	Y60-64,T,NR,PL

2000	1	618.0
2000	2	706.0
2000	3	693.0
2000	4	685.0
2000	5	669.0
2000	6	632.0
2000	7	598.0
2000	8	585.0
2000	9	631.0
2000	10	577.0
2000	11	531.0
2000	12	544.0
2000	13	544.0
2000	14	574.0
2000	15	589.0
2000	16	545.0
2000	17	532.0
2000	18	500.0
2000	19	515.0
2000	20	539.0
2000	21	555.0
2000	22	545.0
2000	23	497.0
2000	24	527.0
2000	25	546.0
2000	26	510.0
2000	27	501.0
2000	28	525.0
2000	29	461.0
2000	30	484.0
2000	31	505.0
2000	32	482.0
2000	33	516.0
2000	34	525.0
2000	35	518.0
2000	36	535.0
2000	37	551.0
2000	38	534.0
2000	39	597.0
2000	40	556.0
2000	41	552.0
2000	42	545.0
2000	43	518.0
2000	44	514.0
2000	45	525.0
2000	46	547.0
2000	47	557.0
2000	48	550.0
2000	49	522.0
2000	50	579.0
2000	51	605.0
2000	52	589.0
2000	53	NaN

2001	1	571.0
2001	2	543.0
2001	3	531.0
2001	4	573.0
2001	5	538.0
2001	6	554.0
2001	7	563.0
2001	8	537.0
2001	9	570.0
2001	10	531.0
2001	11	528.0
2001	12	554.0
2001	13	542.0
2001	14	543.0
2001	15	496.0
2001	16	577.0
2001	17	525.0
2001	18	494.0
2001	19	519.0
2001	20	534.0
2001	21	538.0
2001	22	519.0
2001	23	470.0
2001	24	486.0
2001	25	482.0
2001	26	530.0
2001	27	521.0
2001	28	525.0
2001	29	473.0
2001	30	487.0
2001	31	485.0
2001	32	447.0
2001	33	511.0
2001	34	497.0
2001	35	476.0
2001	36	509.0
2001	37	515.0
2001	38	511.0
2001	39	516.0
2001	40	554.0
2001	41	502.0
2001	42	502.0
2001	43	500.0
2001	44	510.0
2001	45	507.0
2001	46	536.0
2001	47	528.0
2001	48	542.0
2001	49	513.0
2001	50	506.0
2001	51	563.0
2001	52	566.0
2001	53	NaN

2002	1	532.0
2002	2	504.0
2002	3	542.0
2002	4	507.0
2002	5	505.0
2002	6	455.0
2002	7	486.0
2002	8	500.0
2002	9	502.0
2002	10	538.0
2002	11	536.0
2002	12	535.0
2002	13	473.0
2002	14	561.0
2002	15	538.0
2002	16	475.0
2002	17	491.0
2002	18	522.0
2002	19	470.0
2002	20	443.0
2002	21	480.0
2002	22	486.0
2002	23	458.0
2002	24	466.0
2002	25	545.0
2002	26	456.0
2002	27	455.0
2002	28	478.0
2002	29	457.0
2002	30	474.0
2002	31	539.0
2002	32	460.0
2002	33	468.0
2002	34	439.0
2002	35	448.0
2002	36	471.0
2002	37	448.0
2002	38	433.0
2002	39	477.0
2002	40	507.0
2002	41	516.0
2002	42	502.0
2002	43	521.0
2002	44	547.0
2002	45	498.0
2002	46	470.0
2002	47	456.0
2002	48	529.0
2002	49	505.0
2002	50	478.0
2002	51	531.0
2002	52	533.0
2002	53	NaN

2003	1	539.0
2003	2	472.0
2003	3	484.0
2003	4	484.0
2003	5	481.0
2003	6	509.0
2003	7	526.0
2003	8	520.0
2003	9	530.0
2003	10	577.0
2003	11	542.0
2003	12	529.0
2003	13	482.0
2003	14	505.0
2003	15	502.0
2003	16	492.0
2003	17	504.0
2003	18	436.0
2003	19	502.0
2003	20	459.0
2003	21	505.0
2003	22	456.0
2003	23	490.0
2003	24	473.0
2003	25	412.0
2003	26	415.0
2003	27	469.0
2003	28	425.0
2003	29	438.0
2003	30	439.0
2003	31	441.0
2003	32	443.0
2003	33	385.0
2003	34	431.0
2003	35	466.0
2003	36	440.0
2003	37	443.0
2003	38	448.0
2003	39	435.0
2003	40	486.0
2003	41	448.0
2003	42	462.0
2003	43	493.0
2003	44	491.0
2003	45	474.0
2003	46	444.0
2003	47	477.0
2003	48	449.0
2003	49	480.0
2003	50	461.0
2003	51	449.0
2003	52	479.0
2003	53	NaN

2004	1	504.0
2004	2	504.0
2004	3	518.0
2004	4	492.0
2004	5	470.0
2004	6	474.0
2004	7	472.0
2004	8	447.0
2004	9	468.0
2004	10	457.0
2004	11	459.0
2004	12	447.0
2004	13	458.0
2004	14	476.0
2004	15	447.0
2004	16	489.0
2004	17	444.0
2004	18	479.0
2004	19	442.0
2004	20	428.0
2004	21	432.0
2004	22	471.0
2004	23	478.0
2004	24	469.0
2004	25	443.0
2004	26	419.0
2004	27	424.0
2004	28	462.0
2004	29	487.0
2004	30	464.0
2004	31	407.0
2004	32	472.0
2004	33	410.0
2004	34	414.0
2004	35	408.0
2004	36	478.0
2004	37	460.0
2004	38	454.0
2004	39	444.0
2004	40	435.0
2004	41	456.0
2004	42	492.0
2004	43	471.0
2004	44	474.0
2004	45	462.0
2004	46	430.0
2004	47	407.0
2004	48	467.0
2004	49	421.0
2004	50	484.0
2004	51	445.0
2004	52	504.0
2004	53	491.0

2005	1	489.0
2005	2	446.0
2005	3	432.0
2005	4	396.0
2005	5	492.0
2005	6	459.0
2005	7	502.0
2005	8	465.0
2005	9	496.0
2005	10	466.0
2005	11	502.0
2005	12	466.0
2005	13	527.0
2005	14	442.0
2005	15	401.0
2005	16	462.0
2005	17	408.0
2005	18	439.0
2005	19	445.0
2005	20	492.0
2005	21	456.0
2005	22	404.0
2005	23	398.0
2005	24	445.0
2005	25	450.0
2005	26	401.0
2005	27	431.0
2005	28	399.0
2005	29	385.0
2005	30	417.0
2005	31	429.0
2005	32	432.0
2005	33	425.0
2005	34	415.0
2005	35	425.0
2005	36	434.0
2005	37	407.0
2005	38	433.0
2005	39	435.0
2005	40	453.0
2005	41	461.0
2005	42	464.0
2005	43	412.0
2005	44	443.0
2005	45	404.0
2005	46	455.0
2005	47	429.0
2005	48	452.0
2005	49	455.0
2005	50	436.0
2005	51	469.0
2005	52	503.0
2005	53	NaN

2006	1	467.0
2006	2	463.0
2006	3	460.0
2006	4	496.0
2006	5	499.0
2006	6	426.0
2006	7	448.0
2006	8	453.0
2006	9	417.0
2006	10	449.0
2006	11	389.0
2006	12	481.0
2006	13	424.0
2006	14	473.0
2006	15	457.0
2006	16	453.0
2006	17	437.0
2006	18	454.0
2006	19	446.0
2006	20	449.0
2006	21	416.0
2006	22	446.0
2006	23	441.0
2006	24	461.0
2006	25	425.0
2006	26	425.0
2006	27	443.0
2006	28	450.0
2006	29	426.0
2006	30	471.0
2006	31	395.0
2006	32	436.0
2006	33	472.0
2006	34	428.0
2006	35	471.0
2006	36	467.0
2006	37	465.0
2006	38	458.0
2006	39	495.0
2006	40	417.0
2006	41	461.0
2006	42	505.0
2006	43	475.0
2006	44	500.0
2006	45	469.0
2006	46	491.0
2006	47	467.0
2006	48	457.0
2006	49	447.0
2006	50	490.0
2006	51	445.0
2006	52	507.0
2006	53	NaN

2007	1	462.0
2007	2	471.0
2007	3	478.0
2007	4	498.0
2007	5	474.0
2007	6	511.0
2007	7	511.0
2007	8	498.0
2007	9	519.0
2007	10	522.0
2007	11	480.0
2007	12	486.0
2007	13	492.0
2007	14	511.0
2007	15	526.0
2007	16	488.0
2007	17	493.0
2007	18	449.0
2007	19	443.0
2007	20	484.0
2007	21	488.0
2007	22	448.0
2007	23	434.0
2007	24	473.0
2007	25	459.0
2007	26	434.0
2007	27	460.0
2007	28	437.0
2007	29	520.0
2007	30	484.0
2007	31	431.0
2007	32	492.0
2007	33	419.0
2007	34	497.0
2007	35	462.0
2007	36	452.0
2007	37	461.0
2007	38	514.0
2007	39	511.0
2007	40	524.0
2007	41	496.0
2007	42	537.0
2007	43	559.0
2007	44	507.0
2007	45	524.0
2007	46	481.0
2007	47	522.0
2007	48	555.0
2007	49	506.0
2007	50	524.0
2007	51	551.0
2007	52	569.0
2007	53	NaN

2008	1	556.0
2008	2	528.0
2008	3	514.0
2008	4	490.0
2008	5	549.0
2008	6	536.0
2008	7	528.0
2008	8	528.0
2008	9	543.0
2008	10	512.0
2008	11	560.0
2008	12	556.0
2008	13	579.0
2008	14	541.0
2008	15	532.0
2008	16	500.0
2008	17	539.0
2008	18	580.0
2008	19	528.0
2008	20	487.0
2008	21	528.0
2008	22	500.0
2008	23	540.0
2008	24	511.0
2008	25	524.0
2008	26	479.0
2008	27	493.0
2008	28	517.0
2008	29	499.0
2008	30	473.0
2008	31	535.0
2008	32	480.0
2008	33	500.0
2008	34	512.0
2008	35	487.0
2008	36	507.0
2008	37	484.0
2008	38	503.0
2008	39	553.0
2008	40	571.0
2008	41	526.0
2008	42	587.0
2008	43	492.0
2008	44	593.0
2008	45	543.0
2008	46	548.0
2008	47	546.0
2008	48	540.0
2008	49	536.0
2008	50	625.0
2008	51	614.0
2008	52	635.0
2008	53	NaN

2009	1	662.0
2009	2	666.0
2009	3	625.0
2009	4	701.0
2009	5	637.0
2009	6	626.0
2009	7	600.0
2009	8	584.0
2009	9	563.0
2009	10	637.0
2009	11	604.0
2009	12	536.0
2009	13	537.0
2009	14	567.0
2009	15	581.0
2009	16	573.0
2009	17	583.0
2009	18	609.0
2009	19	514.0
2009	20	543.0
2009	21	543.0
2009	22	616.0
2009	23	531.0
2009	24	583.0
2009	25	587.0
2009	26	501.0
2009	27	604.0
2009	28	574.0
2009	29	581.0
2009	30	581.0
2009	31	515.0
2009	32	549.0
2009	33	551.0
2009	34	573.0
2009	35	557.0
2009	36	597.0
2009	37	538.0
2009	38	521.0
2009	39	585.0
2009	40	600.0
2009	41	560.0
2009	42	588.0
2009	43	588.0
2009	44	628.0
2009	45	613.0
2009	46	635.0
2009	47	612.0
2009	48	637.0
2009	49	592.0
2009	50	576.0
2009	51	681.0
2009	52	697.0
2009	53	652.0

2010	1	612.0
2010	2	595.0
2010	3	626.0
2010	4	695.0
2010	5	610.0
2010	6	571.0
2010	7	579.0
2010	8	582.0
2010	9	597.0
2010	10	594.0
2010	11	596.0
2010	12	607.0
2010	13	605.0
2010	14	611.0
2010	15	579.0
2010	16	552.0
2010	17	640.0
2010	18	625.0
2010	19	547.0
2010	20	612.0
2010	21	606.0
