Year	Week	Y70-74,T,NR,PL

2000	1	1154.0
2000	2	1122.0
2000	3	1323.0
2000	4	1380.0
2000	5	1313.0
2000	6	1217.0
2000	7	1092.0
2000	8	1122.0
2000	9	1041.0
2000	10	1007.0
2000	11	1027.0
2000	12	1056.0
2000	13	1000.0
2000	14	958.0
2000	15	1002.0
2000	16	979.0
2000	17	969.0
2000	18	913.0
2000	19	988.0
2000	20	963.0
2000	21	929.0
2000	22	892.0
2000	23	1000.0
2000	24	929.0
2000	25	984.0
2000	26	877.0
2000	27	901.0
2000	28	861.0
2000	29	928.0
2000	30	928.0
2000	31	957.0
2000	32	880.0
2000	33	962.0
2000	34	934.0
2000	35	898.0
2000	36	901.0
2000	37	885.0
2000	38	982.0
2000	39	1066.0
2000	40	964.0
2000	41	996.0
2000	42	969.0
2000	43	949.0
2000	44	920.0
2000	45	996.0
2000	46	956.0
2000	47	1023.0
2000	48	1028.0
2000	49	976.0
2000	50	968.0
2000	51	1035.0
2000	52	1153.0
2000	53	NaN

2001	1	1109.0
2001	2	1053.0
2001	3	970.0
2001	4	1089.0
2001	5	1023.0
2001	6	1051.0
2001	7	1049.0
2001	8	908.0
2001	9	1038.0
2001	10	1004.0
2001	11	1028.0
2001	12	998.0
2001	13	928.0
2001	14	1058.0
2001	15	971.0
2001	16	952.0
2001	17	941.0
2001	18	944.0
2001	19	950.0
2001	20	925.0
2001	21	888.0
2001	22	984.0
2001	23	956.0
2001	24	952.0
2001	25	923.0
2001	26	955.0
2001	27	914.0
2001	28	928.0
2001	29	972.0
2001	30	846.0
2001	31	869.0
2001	32	930.0
2001	33	963.0
2001	34	911.0
2001	35	923.0
2001	36	880.0
2001	37	976.0
2001	38	997.0
2001	39	973.0
2001	40	953.0
2001	41	930.0
2001	42	948.0
2001	43	948.0
2001	44	1020.0
2001	45	985.0
2001	46	969.0
2001	47	966.0
2001	48	994.0
2001	49	1025.0
2001	50	1070.0
2001	51	1072.0
2001	52	1113.0
2001	53	NaN

2002	1	899.0
2002	2	1037.0
2002	3	1057.0
2002	4	1018.0
2002	5	997.0
2002	6	941.0
2002	7	963.0
2002	8	1001.0
2002	9	956.0
2002	10	1015.0
2002	11	997.0
2002	12	1062.0
2002	13	1020.0
2002	14	1066.0
2002	15	1037.0
2002	16	1005.0
2002	17	1009.0
2002	18	1028.0
2002	19	916.0
2002	20	912.0
2002	21	996.0
2002	22	905.0
2002	23	905.0
2002	24	907.0
2002	25	916.0
2002	26	856.0
2002	27	839.0
2002	28	967.0
2002	29	886.0
2002	30	880.0
2002	31	1003.0
2002	32	823.0
2002	33	888.0
2002	34	897.0
2002	35	878.0
2002	36	799.0
2002	37	952.0
2002	38	913.0
2002	39	968.0
2002	40	1007.0
2002	41	1049.0
2002	42	1014.0
2002	43	1004.0
2002	44	943.0
2002	45	965.0
2002	46	1015.0
2002	47	965.0
2002	48	954.0
2002	49	1025.0
2002	50	1078.0
2002	51	1143.0
2002	52	1119.0
2002	53	NaN

2003	1	1149.0
2003	2	1060.0
2003	3	1033.0
2003	4	1048.0
2003	5	1032.0
2003	6	1049.0
2003	7	1080.0
2003	8	1164.0
2003	9	1141.0
2003	10	1245.0
2003	11	1215.0
2003	12	1064.0
2003	13	1024.0
2003	14	953.0
2003	15	912.0
2003	16	997.0
2003	17	993.0
2003	18	971.0
2003	19	953.0
2003	20	900.0
2003	21	898.0
2003	22	942.0
2003	23	967.0
2003	24	850.0
2003	25	889.0
2003	26	886.0
2003	27	852.0
2003	28	900.0
2003	29	911.0
2003	30	910.0
2003	31	839.0
2003	32	827.0
2003	33	880.0
2003	34	865.0
2003	35	899.0
2003	36	877.0
2003	37	870.0
2003	38	929.0
2003	39	930.0
2003	40	915.0
2003	41	916.0
2003	42	956.0
2003	43	945.0
2003	44	980.0
2003	45	919.0
2003	46	985.0
2003	47	964.0
2003	48	927.0
2003	49	990.0
2003	50	976.0
2003	51	1013.0
2003	52	976.0
2003	53	NaN

2004	1	1016.0
2004	2	1052.0
2004	3	1020.0
2004	4	944.0
2004	5	1074.0
2004	6	1077.0
2004	7	995.0
2004	8	979.0
2004	9	947.0
2004	10	940.0
2004	11	981.0
2004	12	907.0
2004	13	928.0
2004	14	970.0
2004	15	963.0
2004	16	959.0
2004	17	970.0
2004	18	905.0
2004	19	933.0
2004	20	867.0
2004	21	979.0
2004	22	918.0
2004	23	898.0
2004	24	910.0
2004	25	867.0
2004	26	917.0
2004	27	895.0
2004	28	919.0
2004	29	832.0
2004	30	928.0
2004	31	827.0
2004	32	890.0
2004	33	883.0
2004	34	885.0
2004	35	833.0
2004	36	848.0
2004	37	821.0
2004	38	891.0
2004	39	887.0
2004	40	901.0
2004	41	900.0
2004	42	894.0
2004	43	946.0
2004	44	873.0
2004	45	885.0
2004	46	881.0
2004	47	982.0
2004	48	946.0
2004	49	970.0
2004	50	932.0
2004	51	930.0
2004	52	968.0
2004	53	997.0

2005	1	954.0
2005	2	912.0
2005	3	969.0
2005	4	987.0
2005	5	970.0
2005	6	1033.0
2005	7	1020.0
2005	8	987.0
2005	9	1049.0
2005	10	1076.0
2005	11	1046.0
2005	12	1006.0
2005	13	995.0
2005	14	929.0
2005	15	908.0
2005	16	889.0
2005	17	889.0
2005	18	882.0
2005	19	947.0
2005	20	854.0
2005	21	948.0
2005	22	892.0
2005	23	827.0
2005	24	854.0
2005	25	904.0
2005	26	795.0
2005	27	860.0
2005	28	872.0
2005	29	812.0
2005	30	876.0
2005	31	753.0
2005	32	806.0
2005	33	784.0
2005	34	838.0
